timestamp,track_id,section,vibration_hz,acoustic_emission_db,rail_strain_mu,track_temperature_c,alignment_deviation_mm,failure_probability,risk_level,fault_type,inspection_status,recommended_action,assigned_team,last_maintenance_days,action_taken
2026-07-10 20:59:14.880864,TRK-022,West,46.73335383713144,41.503282509819535,112.66843802890003,27.65549480327436,0.321150617505588,0.41,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,65,No
2026-07-10 21:00:14.880864,TRK-027,North,51.54416506299482,43.61798354964045,115.05034519631927,32.54638958235501,-0.22901259150727826,0.47,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Alpha,64,No
2026-07-10 21:01:14.880864,TRK-015,North,54.770008817466014,33.481991361957895,136.67224111551138,33.63854447473597,-0.2382757116096207,0.53,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,140,No
2026-07-10 21:02:14.880864,TRK-039,West,60.8162736165273,36.55521013374214,112.63229864052379,36.474199777021305,-0.44528440529550717,0.53,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Alpha,118,Yes
2026-07-10 21:03:14.880864,TRK-045,West,67.43778605799028,51.267019027162874,141.8715676860113,45.688725602586366,3.573452487509286,0.77,HIGH,Excessive Wear,In Progress,Repair Soon,Team Alpha,169,No
2026-07-10 21:04:14.880864,TRK-035,East,46.75361227466996,32.41131976691709,120.25210867540082,24.923798785042404,0.3494765358587106,0.4,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,42,No
2026-07-10 21:05:14.880864,TRK-026,South,72.1266150983007,53.30797805308039,157.7926295019602,46.69121090345991,2.5242743213364642,0.67,HIGH,Excessive Wear,Pending,Repair Soon,Unassigned,117,No
2026-07-10 21:06:14.880864,TRK-023,North,54.59158303001156,39.011656640958726,111.53640280113027,27.972290556219424,0.3648864685170977,0.45,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,50,No
2026-07-10 21:07:14.880864,TRK-013,South,57.66369456501289,42.432424819479344,103.1265565288929,28.69555203314183,0.5623883599929063,0.55,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Charlie,164,Yes
2026-07-10 21:08:14.880864,TRK-026,North,50.07344097364599,45.961827997692424,125.44220352340346,23.385077704834153,0.6372201139244517,0.56,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,48,Yes
2026-07-10 21:09:14.880864,TRK-003,South,54.678391965737305,46.07081865768892,131.91707497107066,31.50045245859973,-0.3264750779160404,0.59,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,73,Yes
2026-07-10 21:10:14.880864,TRK-029,North,65.98146503084307,56.68440788667824,149.73565316275852,48.605997032271965,3.1741774890809484,0.73,HIGH,Excessive Wear,Pending,Repair Soon,Team Alpha,136,No
2026-07-10 21:11:14.880864,TRK-002,South,49.01825075457511,39.809426276153935,116.12638035447189,38.161295919279546,0.4326448780676249,0.41,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Alpha,153,No
2026-07-10 21:12:14.880864,TRK-028,East,88.13358412808378,75.47894378956772,183.71499309942539,70.38227480957332,-4.033094786962502,0.87,CRITICAL,Track Misalignment,In Progress,Immediate Shutdown,Unassigned,135,No
2026-07-10 21:13:14.880864,TRK-023,North,84.51320383997658,59.053453188010316,166.70960569324754,61.85591699205688,4.7516161922662485,0.9,CRITICAL,Track Misalignment,In Progress,Immediate Shutdown,Team Bravo,106,No
2026-07-10 21:14:14.880864,TRK-036,East,54.386811452878355,39.863766346203285,114.51799701833227,33.7133682026429,1.0455471363662385,0.51,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Charlie,8,Yes
2026-07-10 21:15:14.880864,TRK-049,North,68.8688317501136,52.620621371461425,127.94505040478799,44.8264901441693,1.1657077541666319,0.68,HIGH,Excessive Wear,In Progress,Repair Soon,Team Bravo,110,No
2026-07-10 21:16:14.880864,TRK-006,North,49.867430622753915,35.310427573910026,117.16861103256232,23.920290671375454,-0.6326292045426075,0.5,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,31,Yes
2026-07-10 21:17:14.880864,TRK-011,North,41.19595594009612,40.28011712282996,114.22079223167289,32.16369899491569,0.23053901614821756,0.44,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,12,Yes
2026-07-10 21:18:14.880864,TRK-038,South,63.008415570901974,44.56301868147814,122.96576938530305,35.23837774388754,0.510812382199974,0.51,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,127,Yes
2026-07-10 21:19:14.880864,TRK-034,North,47.37122489159619,38.22260722254132,130.26986263319733,33.90146244276804,-0.06325944847697515,0.44,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Alpha,57,No
2026-07-10 21:20:14.880864,TRK-017,East,50.92340152932454,51.77871311930898,106.42482460158065,36.02692028490826,-0.9178843780885451,0.5,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,140,No
2026-07-10 21:21:14.880864,TRK-003,South,47.2484742307729,37.3951218043709,109.80304680291144,31.745705843255514,0.07149531740460824,0.47,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,27,No
2026-07-10 21:22:14.880864,TRK-044,South,63.161910324186955,41.0908956478749,100.31076857583918,27.464678572774584,-1.1924527544752912,0.54,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Unassigned,46,Yes
2026-07-10 21:23:14.880864,TRK-046,North,44.96991309250149,40.50596401590018,131.0387734331626,31.749407111512713,-0.245780969509465,0.43,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,135,Yes
2026-07-10 21:24:14.880864,TRK-034,West,65.07257076633645,57.156812205627496,145.5954681275781,44.95201370649591,1.580801183621474,0.68,HIGH,Excessive Wear,In Progress,Repair Soon,Team Charlie,61,No
2026-07-10 21:25:14.880864,TRK-022,South,52.29590039614219,39.245383341866514,111.14751313875777,37.45350605415336,-0.5660745703580033,0.51,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Alpha,58,Yes
2026-07-10 21:26:14.880864,TRK-029,North,50.488380492744156,36.7271007093544,124.00481386506328,32.58774119354675,-0.41043946120484337,0.45,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Alpha,13,No
2026-07-10 21:27:14.880864,TRK-029,East,90.32702258965112,62.519307779169225,171.2515939628193,58.76063855176739,-4.033094786962502,0.89,CRITICAL,Track Misalignment,In Progress,Immediate Shutdown,Unassigned,100,No
2026-07-10 21:28:14.880864,TRK-005,West,46.774401226974376,38.412841967961114,126.9272275511686,32.05659705986303,-0.2486771857070466,0.5,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Charlie,49,No
2026-07-10 21:29:14.880864,TRK-010,South,52.35707778193202,40.43016540202675,125.913492417584,28.380208668247736,-0.14634272948763846,0.47,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,35,Yes
2026-07-10 21:30:14.880864,TRK-010,West,48.00181907192699,40.86617098847507,125.53388983074427,33.57165404219287,-0.15603596602636643,0.54,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,94,No
2026-07-10 21:31:14.880864,TRK-009,South,69.05716084061301,48.57961810236318,138.9119793948045,50.196453678164204,3.115404537518897,0.75,HIGH,Excessive Wear,Pending,Repair Soon,Team Alpha,95,No
2026-07-10 21:32:14.880864,TRK-021,West,65.61202564631627,51.902854017319896,159.68551780812612,43.09079094238054,2.5246937296537193,0.7,HIGH,Excessive Wear,Pending,Repair Soon,Team Charlie,145,No
2026-07-10 21:33:14.880864,TRK-013,West,46.0755084345888,42.73408816652417,128.45802872562928,33.787926868039406,-0.04767054559834131,0.47,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Alpha,72,No
2026-07-10 21:34:14.880864,TRK-010,East,68.57724007774031,53.742185275969454,147.41085638139927,47.6885625467911,1.5520102566850018,0.68,HIGH,Excessive Wear,In Progress,Repair Soon,Team Charlie,123,No
2026-07-10 21:35:14.880864,TRK-038,West,65.3944040422762,37.68136699652917,131.53590343316927,33.55841809636795,-0.12201417608556718,0.52,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,10,No
2026-07-10 21:36:14.880864,TRK-011,East,53.31065337260523,39.75068328211392,120.30031479164082,33.16625470672789,0.09291881445137652,0.45,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Alpha,162,No
2026-07-10 21:37:14.880864,TRK-004,North,76.17792622879978,55.2222988112247,138.80138612570778,51.53653033207693,2.1971688513596366,0.75,HIGH,Excessive Wear,Pending,Repair Soon,Unassigned,4,No
2026-07-10 21:38:14.880864,TRK-046,South,73.25512870628722,47.17591051436752,143.4567859665269,51.021913072419785,1.7021462829138645,0.74,HIGH,Excessive Wear,Pending,Repair Soon,Unassigned,125,No
2026-07-10 21:39:14.880864,TRK-031,East,68.6659725084605,52.33164741268816,141.00062723741146,45.946678793741455,2.2014597481079696,0.71,HIGH,Excessive Wear,In Progress,Repair Soon,Team Alpha,29,No
2026-07-10 21:40:14.880864,TRK-049,South,52.85445255346583,43.32124200786092,131.83493666889927,29.56659694128265,0.49192617180307335,0.57,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Unassigned,46,Yes
2026-07-10 21:41:14.880864,TRK-034,East,51.536497604383044,37.611922429589534,110.54493120057269,24.202512978710306,-0.5670100929674791,0.44,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Charlie,174,Yes
2026-07-10 21:42:14.880864,TRK-042,South,96.00477571443366,66.18605340172547,152.61846974281954,58.100966621312,4.7516161922662485,1.0,CRITICAL,Track Misalignment,Pending,Immediate Shutdown,Team Charlie,77,No
2026-07-10 21:43:14.880864,TRK-035,East,75.56178600500394,64.20437553055702,165.4468528869035,58.53967400667654,-4.033094786962502,0.82,HIGH,Track Misalignment,Pending,Repair Soon,Unassigned,59,No
2026-07-10 21:44:14.880864,TRK-039,South,55.632825147738785,44.98441049718406,125.50797572273663,28.591101428010703,-0.17223860437622635,0.45,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,66,Yes
2026-07-10 21:45:14.880864,TRK-039,North,62.898546688271594,37.36055693949384,125.04483256383017,31.238215256283134,0.3633970232009019,0.46,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Charlie,162,No
2026-07-10 21:46:14.880864,TRK-033,South,71.01366989368437,48.81611850459801,138.1554046943802,49.87595500206451,0.9454393649713648,0.63,HIGH,Excessive Wear,Pending,Repair Soon,Unassigned,107,No
2026-07-10 21:47:14.880864,TRK-008,North,101.1084343571896,63.141735129160566,193.48492907821995,67.7829082579712,4.7516161922662485,0.98,CRITICAL,Track Misalignment,In Progress,Immediate Shutdown,Team Bravo,86,No
2026-07-10 21:48:14.880864,TRK-032,North,53.0394825485827,41.65442882571857,119.12564671222819,30.47019040932284,-0.5442056178364229,0.51,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,133,No
2026-07-10 21:49:14.880864,TRK-033,North,46.59007876001101,44.33089601040644,127.5109945450731,40.33064128843919,0.5368109719537858,0.51,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,9,No
2026-07-10 21:50:14.880864,TRK-008,West,41.20630256788443,45.87504236266178,131.01322957735763,31.42696433854323,-0.2332870356013883,0.41,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Charlie,20,No
2026-07-10 21:51:14.880864,TRK-046,South,49.135269700382885,38.088076758913616,102.57778307364725,29.457835604737774,0.10442677126716586,0.41,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Charlie,149,Yes
2026-07-10 21:52:14.880864,TRK-014,West,54.26216667398112,45.131840117745774,129.37915537510656,34.805979127698855,0.18022083814638645,0.49,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,127,Yes
2026-07-10 21:53:14.880864,TRK-034,West,55.94196636724042,40.780841519748655,118.03719348612063,29.771477709711075,-0.8136558639736577,0.44,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,17,No
2026-07-10 21:54:14.880864,TRK-008,South,46.04762772277344,47.23784626483875,106.27140548518936,26.477605176401397,-1.1892158299366642,0.42,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Alpha,12,No
2026-07-10 21:55:14.880864,TRK-042,North,56.334555745933116,39.58765445611692,111.18931663338708,26.010969419285423,0.6948820669731778,0.46,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Alpha,82,Yes
2026-07-10 21:56:14.880864,TRK-007,West,49.72207664544772,39.511621281783114,121.11372601840053,42.15752649113145,0.48125144290005084,0.56,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,67,No
2026-07-10 21:57:14.880864,TRK-013,West,37.641777499363556,37.5327402028534,133.7649645001954,35.312235259573235,0.04122088331742123,0.45,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,133,No
2026-07-10 21:58:14.880864,TRK-021,East,47.18766612052866,38.53831430765934,115.02429161614793,42.35163589412274,0.016762351194293763,0.49,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Charlie,53,Yes
2026-07-10 21:59:14.880864,TRK-047,South,52.53917878144812,43.88761534558904,97.81652239948919,27.60382099378051,-0.12394005953933152,0.37,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,176,No
2026-07-10 22:00:14.880864,TRK-032,West,47.7055786856553,36.224485267973996,127.65878279480614,38.679691125618554,-0.20694747113742845,0.54,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Unassigned,147,Yes
2026-07-10 22:01:14.880864,TRK-011,South,72.51115210844658,49.916125795075615,131.97278625363984,48.44123048233792,1.7440428872837979,0.73,HIGH,Excessive Wear,In Progress,Repair Soon,Team Alpha,145,No
2026-07-10 22:02:14.880864,TRK-014,South,53.501549397044954,40.59684444038948,119.77721020816287,40.090360922277924,0.07904743793340496,0.42,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Unassigned,54,Yes
2026-07-10 22:03:14.880864,TRK-011,West,39.380521378450965,36.296953384360236,122.12574030632214,28.590452935703585,-0.25758544954600887,0.4,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Alpha,68,Yes
2026-07-10 22:04:14.880864,TRK-002,South,49.30205185922413,36.43100002272892,128.86191188584795,35.88126480715312,-0.14889807811198008,0.51,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Charlie,35,No
2026-07-10 22:05:14.880864,TRK-034,North,46.73688010348805,35.856866190538675,120.86697699414397,29.999208731616015,0.5820300762929688,0.5,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,88,Yes
2026-07-10 22:06:14.880864,TRK-044,West,54.2882981160101,36.41908950473056,124.28316692375238,34.12410437957684,-0.6768773373548793,0.49,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,169,Yes
2026-07-10 22:07:14.880864,TRK-047,West,65.07498172474817,51.715518836678655,138.42685562548314,47.08310267277961,0.48874938060978934,0.59,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Alpha,141,No
2026-07-10 22:08:14.880864,TRK-017,West,90.55735299294868,66.08522666889459,175.34656519001098,58.600470516265844,4.7516161922662485,0.94,CRITICAL,Track Misalignment,Pending,Immediate Shutdown,Team Alpha,161,No
2026-07-10 22:09:14.880864,TRK-014,East,43.8711716849883,42.92745015803413,125.16946515748371,27.777442040805614,-0.7857099991691502,0.47,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Charlie,15,Yes
2026-07-10 22:10:14.880864,TRK-025,East,44.732922184131716,33.38330182870279,133.56583385827983,30.485681027147383,-0.0746807478248206,0.51,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Bravo,15,No
2026-07-10 22:11:14.880864,TRK-048,East,57.61562038634828,41.05434462262475,125.11499575361862,29.370509784021102,-0.5130404220978122,0.49,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Unassigned,31,No
2026-07-10 22:12:14.880864,TRK-027,East,59.157293829271765,39.67117058822251,119.2433439567417,31.50391445044001,-0.33232554875103126,0.55,MEDIUM,Excessive Wear,Completed,Schedule Inspection,Team Bravo,107,Yes
2026-07-10 22:13:14.880864,TRK-008,West,68.04745071672313,48.433826040581984,147.0214433429958,49.996003603526624,2.0205485297663746,0.67,HIGH,Excessive Wear,Pending,Repair Soon,Unassigned,156,No
2026-07-10 22:14:14.880864,TRK-017,North,49.43835975154585,41.66681339801035,121.75286778933923,29.377249122154225,-0.6038796962716761,0.45,MEDIUM,Excessive Wear,Pending,Schedule Inspection,Team Alpha,10,No
